Date,Product,Region,Quantity,Unit_Price,Discount,Total_Sales
2023-04-19,Mouse,West,16,1225,5,18620.0
2023-04-19,Laptop,North,6,860,20,4128.0
2023-04-19,Monitor,West,11,615,5,6426.75
2023-04-19,Mouse,East,4,709,0,2836.0
2023-04-20,Mouse,West,11,1191,20,10480.800000000001
2023-04-20,Mouse,South,12,915,0,10980.0
2023-04-20,Headphones,South,18,1174,5,20075.399999999998
2023-04-20,Headphones,West,17,390,0,6630.0
2023-04-20,Headphones,West,12,464,0,5568.0
2023-04-21,Mouse,North,4,914,5,3473.2
2023-04-21,Laptop,East,1,612,20,489.6
2023-04-21,Headphones,South,11,442,0,4862.0
2023-04-22,Mouse,South,14,217,5,2886.1
2023-04-22,Laptop,South,5,41,0,205.0
2023-04-22,Mouse,South,2,1187,10,2136.6
2023-04-23,Monitor,West,15,1337,15,17046.75
2023-04-23,Keyboard,South,3,262,0,786.0
2023-04-23,Headphones,West,4,903,20,2889.6000000000004
2023-04-23,Monitor,West,14,1424,0,19936.0
2023-04-23,Mouse,West,17,466,5,7525.9
2023-04-23,Laptop,West,3,1087,0,3261.0
2023-04-23,Mouse,West,3,793,15,2022.1499999999999
2023-04-24,Keyboard,South,11,728,10,7207.2
2023-04-24,Keyboard,West,12,27,15,275.4
2023-04-24,Monitor,North,4,504,20,1612.8000000000002
2023-04-25,Mouse,South,6,1311,5,7472.7
2023-04-25,Keyboard,North,3,302,5,860.6999999999999
2023-04-25,Keyboard,West,6,948,15,4834.8
2023-04-26,Headphones,West,16,632,15,8595.199999999999
2023-04-26,Keyboard,West,9,833,0,7497.0
2023-04-26,Headphones,East,13,1205,15,13315.25
2023-04-27,Mouse,East,5,150,0,750.0
2023-04-27,Monitor,North,2,1425,20,2280.0
2023-04-27,Keyboard,North,9,1415,5,12098.25
2023-04-27,Keyboard,West,12,1420,10,15336.0
2023-04-27,Mouse,East,12,476,20,4569.6
2023-04-27,Mouse,South,3,607,15,1547.85
2023-04-28,Headphones,West,1,1000,10,900.0
2023-04-28,Monitor,South,9,326,5,2787.2999999999997
2023-04-28,Mouse,East,16,915,0,14640.0
2023-04-28,Headphones,West,11,881,10,8721.9
2023-04-29,Laptop,West,16,1109,10,15969.6
2023-04-29,Monitor,East,7,473,0,3311.0
2023-04-29,Monitor,West,1,987,10,888.3000000000001
2023-04-29,Monitor,South,15,162,20,1944.0
2023-04-29,Keyboard,North,14,479,0,6706.0
2023-04-30,Keyboard,West,13,1250,5,15437.5
2023-04-30,Keyboard,North,6,1294,10,6987.6
2023-04-30,Keyboard,East,2,907,15,1541.8999999999999
2023-05-01,Keyboard,East,14,615,0,8610.0
2023-05-01,Laptop,West,14,173,0,2422.0
2023-05-01,Keyboard,South,19,918,5,16569.899999999998
2023-05-01,Keyboard,North,13,1370,0,17810.0
2023-05-01,Keyboard,West,19,962,15,15536.3
2023-05-01,Headphones,North,4,955,0,3820.0
2023-05-01,Laptop,West,1,1419,15,1206.1499999999999
2023-05-02,Keyboard,North,3,1020,10,2754.0
2023-05-02,Laptop,West,4,1007,5,3826.6
2023-05-02,Laptop,North,14,1170,20,13104.0
2023-05-03,Monitor,East,11,513,5,5360.849999999999
2023-05-03,Headphones,East,5,1347,15,5724.75
2023-05-03,Headphones,East,12,1032,20,9907.2
2023-05-04,Headphones,North,4,1078,0,4312.0
2023-05-04,Mouse,West,1,1051,20,840.8000000000001
2023-05-04,Monitor,South,12,193,0,2316.0
2023-05-05,Mouse,West,8,552,10,3974.4
2023-05-05,Monitor,North,19,151,15,2438.65
2023-05-05,Monitor,West,12,598,15,6099.599999999999
2023-05-05,Mouse,West,2,366,0,732.0
2023-05-05,Laptop,West,6,1305,0,7830.0
2023-05-06,Laptop,North,12,281,5,3203.3999999999996
2023-05-06,Keyboard,West,19,1423,5,25685.149999999998
2023-05-06,Laptop,North,13,772,10,9032.4
2023-05-06,Keyboard,West,13,672,20,6988.8
2023-05-07,Laptop,South,8,574,15,3903.2
2023-05-07,Monitor,North,7,360,20,2016.0
2023-05-07,Laptop,West,10,1406,0,14060.0
2023-05-08,Headphones,North,9,875,20,6300.0
2023-05-08,Keyboard,East,7,202,0,1414.0
2023-05-08,Headphones,West,11,926,20,8148.8
2023-05-09,Laptop,West,12,38,15,387.59999999999997
2023-05-09,Headphones,North,13,1311,20,13634.400000000001
2023-05-09,Laptop,North,7,1007,5,6696.549999999999
2023-05-09,Headphones,West,14,1386,20,15523.2
2023-05-09,Laptop,East,18,1367,0,24606.0
2023-05-09,Monitor,South,5,431,15,1831.75
2023-05-09,Laptop,North,12,1421,10,15346.800000000001
2023-05-10,Mouse,East,9,221,5,1889.55
2023-05-10,Keyboard,East,13,1309,5,16166.15
2023-05-10,Keyboard,South,9,1420,15,10863.0
2023-05-11,Monitor,South,2,406,5,771.4
2023-05-11,Laptop,North,12,438,10,4730.400000000001
2023-05-11,Laptop,East,13,1005,20,10452.0
2023-05-11,Headphones,South,17,1170,0,19890.0
2023-05-11,Laptop,South,11,439,10,4346.1
2023-05-12,Laptop,North,6,1073,15,5472.3
2023-05-12,Monitor,South,3,214,15,545.6999999999999
2023-05-12,Monitor,East,9,1106,10,8958.6
2023-05-12,Mouse,East,4,1423,0,5692.0
2023-05-12,Mouse,West,5,26,15,110.5
2023-05-12,Headphones,West,1,1236,15,1050.6
2023-05-12,Keyboard,North,10,1487,5,14126.5
2023-05-13,Keyboard,East,15,145,10,1957.5
2023-05-13,Laptop,North,6,595,20,2856.0
2023-05-13,Mouse,West,12,852,15,8690.4
2023-05-13,Laptop,North,18,856,10,13867.2
2023-05-13,Keyboard,East,13,1198,10,14016.6
2023-05-13,Keyboard,South,19,281,10,4805.1
2023-05-14,Headphones,South,10,504,5,4788.0
2023-05-14,Headphones,North,10,143,20,1144.0
2023-05-14,Keyboard,East,6,805,15,4105.5
2023-05-14,Laptop,North,13,78,15,861.9
2023-05-14,Laptop,North,16,1321,15,17965.6
2023-05-14,Headphones,North,9,324,20,2332.8
2023-05-14,Mouse,North,19,918,5,16569.899999999998
2023-05-15,Headphones,East,17,360,15,5202.0
2023-05-15,Headphones,West,11,378,15,3534.2999999999997
2023-05-15,Keyboard,North,3,928,5,2644.7999999999997
2023-05-15,Keyboard,West,19,528,0,10032.0
2023-05-16,Monitor,South,8,1257,0,10056.0
2023-05-16,Mouse,East,5,1018,20,4072.0
2023-05-16,Monitor,North,17,632,15,9132.4
2023-05-16,Keyboard,East,2,286,20,457.6
2023-05-16,Monitor,South,11,495,20,4356.0
2023-05-17,Monitor,North,14,1037,15,12340.3
2023-05-17,Laptop,East,19,685,15,11062.75
2023-05-17,Monitor,West,6,1042,5,5939.4
2023-05-18,Keyboard,North,15,734,0,11010.0
2023-05-18,Keyboard,South,17,993,10,15192.9
2023-05-18,Mouse,West,19,791,20,12023.2
2023-05-18,Keyboard,West,9,135,20,972.0
2023-05-18,Laptop,North,17,756,10,11566.800000000001
2023-05-18,Keyboard,East,5,1056,20,4224.0
2023-05-19,Headphones,South,11,925,5,9666.25
2023-05-19,Headphones,West,12,213,0,2556.0
2023-05-19,Keyboard,West,15,1206,10,16281.0
2023-05-19,Mouse,West,17,1370,10,20961.0
2023-05-20,Monitor,North,5,20,20,80.0
2023-05-20,Headphones,West,8,207,0,1656.0
2023-05-20,Laptop,West,3,213,0,639.0
2023-05-21,Monitor,South,6,1118,10,6037.2
2023-05-21,Keyboard,South,13,1333,20,13863.2
2023-05-21,Headphones,East,6,1109,0,6654.0
2023-05-21,Mouse,South,16,1401,15,19053.6
2023-05-22,Mouse,South,13,203,15,2243.15
2023-05-22,Mouse,East,3,923,10,2492.1
2023-05-22,Headphones,East,7,340,0,2380.0
2023-05-22,Laptop,South,13,1446,20,15038.400000000001
2023-05-23,Laptop,North,17,202,5,3262.2999999999997
2023-05-23,Mouse,West,8,679,5,5160.4
2023-05-23,Mouse,West,14,1031,20,11547.2
2023-05-23,Monitor,North,8,1055,5,8018.0
2023-05-23,Mouse,West,2,1118,0,2236.0
2023-05-24,Laptop,East,17,1037,20,14103.2
2023-05-24,Mouse,South,6,228,5,1299.6
2023-05-24,Laptop,South,5,959,0,4795.0
2023-05-24,Headphones,West,11,652,0,7172.0
2023-05-24,Keyboard,East,9,447,15,3419.5499999999997
2023-05-24,Monitor,South,15,838,20,10056.0
2023-05-25,Laptop,South,16,710,20,9088.0
2023-05-25,Laptop,South,1,651,5,618.4499999999999
2023-05-25,Headphones,North,11,1056,20,9292.800000000001
2023-05-25,Laptop,West,12,542,0,6504.0
2023-05-25,Monitor,East,9,552,15,4222.8
2023-05-26,Keyboard,West,5,829,0,4145.0
2023-05-26,Headphones,South,16,890,15,12104.0
2023-05-26,Laptop,East,15,246,15,3136.5
2023-05-26,Laptop,West,7,1056,5,7022.4
2023-05-26,Headphones,North,4,50,5,190.0
2023-05-27,Laptop,South,11,971,0,10681.0
2023-05-27,Monitor,North,13,181,0,2353.0
2023-05-27,Monitor,South,3,1071,15,2731.0499999999997
2023-05-28,Headphones,West,8,841,0,6728.0
2023-05-28,Monitor,North,11,246,20,2164.8
2023-05-28,Laptop,North,10,584,15,4964.0
2023-05-28,Headphones,South,14,1145,5,15228.5
2023-05-28,Laptop,West,14,1181,10,14880.6
2023-05-28,Laptop,East,15,633,0,9495.0
2023-05-29,Monitor,West,11,428,15,4001.7999999999997
2023-05-29,Mouse,West,6,138,15,703.8
2023-05-29,Laptop,West,12,194,0,2328.0
2023-05-29,Mouse,North,6,1434,20,6883.200000000001
2023-05-29,Laptop,North,7,775,0,5425.0
2023-05-29,Monitor,West,16,574,20,7347.200000000001
2023-05-30,Headphones,East,4,642,10,2311.2000000000003
2023-05-30,Laptop,West,11,795,0,8745.0
2023-05-30,Laptop,West,8,1088,10,7833.6
2023-05-30,Monitor,West,3,508,20,1219.2
2023-05-30,Mouse,South,13,1122,15,12398.1
2023-05-30,Monitor,South,4,1147,0,4588.0
2023-05-31,Monitor,South,11,1186,15,11089.1
2023-05-31,Laptop,North,12,1242,5,14158.8
2023-05-31,Laptop,South,10,526,20,4208.0
2023-05-31,Keyboard,East,13,475,15,5248.75
2023-05-31,Monitor,East,11,1092,15,10210.199999999999
2023-05-31,Monitor,North,15,178,0,2670.0
2023-05-31,Mouse,South,17,24,15,346.8
2023-06-01,Laptop,East,1,965,10,868.5
2023-06-01,Mouse,East,14,472,5,6277.599999999999
2023-06-01,Mouse,South,13,1266,10,14812.2
2023-06-01,Headphones,West,12,512,10,5529.6
2023-06-01,Monitor,North,17,350,20,4760.0
2023-06-01,Mouse,East,12,291,15,2968.2
2023-06-02,Monitor,West,12,1182,20,11347.2
2023-06-02,Laptop,South,19,330,5,5956.5
2023-06-02,Mouse,South,4,639,10,2300.4
2023-06-02,Headphones,East,2,1316,10,2368.8
2023-06-02,Keyboard,North,16,469,5,7128.799999999999
2023-06-03,Mouse,West,4,514,0,2056.0
2023-06-03,Keyboard,East,17,206,15,2976.7
2023-06-03,Mouse,South,12,156,20,1497.6000000000001
2023-06-03,Mouse,West,5,1199,5,5695.25
2023-06-03,Keyboard,North,10,891,5,8464.5
2023-06-03,Keyboard,South,5,1198,0,5990.0
2023-06-03,Headphones,East,12,1216,5,13862.4
2023-06-04,Laptop,South,2,148,0,296.0
2023-06-04,Headphones,East,17,999,15,14435.55
2023-06-04,Headphones,South,3,1402,10,3785.4
2023-06-04,Mouse,South,17,293,20,3984.8
2023-06-04,Monitor,North,18,343,0,6174.0
2023-06-04,Mouse,North,13,1447,15,15989.35
2023-06-05,Keyboard,East,9,124,20,892.8000000000001
2023-06-05,Mouse,North,17,1321,5,21334.149999999998
2023-06-05,Headphones,North,4,728,10,2620.8
2023-06-05,Keyboard,North,3,607,5,1729.9499999999998
2023-06-06,Keyboard,North,7,1346,5,8950.9
2023-06-06,Headphones,North,14,151,5,2008.3
2023-06-06,Monitor,East,18,647,20,9316.800000000001
2023-06-06,Headphones,West,9,1411,10,11429.1
2023-06-06,Monitor,South,4,290,10,1044.0
2023-06-07,Laptop,East,15,1323,10,17860.5
2023-06-07,Headphones,West,2,555,5,1054.5
2023-06-07,Monitor,East,2,452,20,723.2
2023-06-07,Monitor,East,13,600,20,6240.0
2023-06-07,Laptop,North,6,1400,0,8400.0
2023-06-07,Mouse,West,7,1128,20,6316.8
2023-06-07,Monitor,East,19,361,15,5830.15
2023-06-08,Monitor,South,19,439,0,8341.0
2023-06-08,Headphones,North,18,721,20,10382.400000000001
2023-06-08,Laptop,West,19,225,0,4275.0
2023-06-08,Keyboard,East,4,523,20,1673.6000000000001
2023-06-08,Headphones,West,17,291,10,4452.3
2023-06-08,Mouse,South,2,786,0,1572.0
2023-06-09,Keyboard,West,10,745,0,7450.0
2023-06-09,Laptop,West,16,455,0,7280.0
2023-06-09,Keyboard,North,5,1145,0,5725.0
2023-06-10,Laptop,East,4,1124,0,4496.0
2023-06-10,Mouse,West,15,1139,10,15376.5
2023-06-10,Laptop,East,7,528,0,3696.0
2023-06-11,Mouse,East,9,496,0,4464.0
2023-06-11,Headphones,South,6,1383,15,7053.3
2023-06-11,Headphones,East,17,580,15,8381.0
2023-06-12,Laptop,North,3,1143,15,2914.65
2023-06-12,Mouse,North,19,62,15,1001.3
2023-06-12,Keyboard,West,14,845,0,11830.0
2023-06-12,Mouse,North,4,747,10,2689.2000000000003
2023-06-12,Headphones,East,6,908,0,5448.0
2023-06-12,Laptop,West,19,212,20,3222.4
2023-06-12,Keyboard,West,6,1019,20,4891.2
2023-06-13,Keyboard,West,16,910,10,13104.0
2023-06-13,Mouse,North,4,447,5,1698.6
2023-06-13,Keyboard,North,5,859,10,3865.5
2023-06-13,Mouse,West,19,1222,5,22057.1
2023-06-13,Monitor,West,8,1167,0,9336.0
2023-06-14,Monitor,South,11,1326,15,12398.1
2023-06-14,Laptop,South,1,536,0,536.0
2023-06-14,Monitor,South,5,137,10,616.5
2023-06-15,Mouse,West,9,38,20,273.6
2023-06-15,Keyboard,South,15,471,0,7065.0
2023-06-15,Headphones,West,7,234,10,1474.2
2023-06-16,Monitor,North,18,850,5,14535.0
2023-06-16,Laptop,North,8,237,20,1516.8000000000002
2023-06-16,Mouse,North,2,537,5,1020.3
2023-06-16,Headphones,West,9,1125,5,9618.75
2023-06-16,Monitor,North,17,1247,10,19079.100000000002
2023-06-16,Keyboard,South,2,1388,10,2498.4
2023-06-16,Mouse,West,10,185,5,1757.5
2023-06-17,Keyboard,North,15,249,15,3174.75
2023-06-17,Keyboard,North,12,422,15,4304.4
2023-06-17,Keyboard,East,2,1457,20,2331.2000000000003
2023-06-17,Mouse,South,3,1177,10,3177.9
2023-06-17,Mouse,North,1,1395,0,1395.0
2023-06-18,Monitor,East,2,432,15,734.4
2023-06-18,Laptop,East,10,840,10,7560.0
2023-06-18,Keyboard,West,4,629,0,2516.0
2023-06-18,Headphones,West,1,900,20,720.0
2023-06-18,Monitor,East,17,1180,15,17051.0
2023-06-19,Laptop,South,4,1116,20,3571.2000000000003
2023-06-19,Mouse,West,6,195,0,1170.0
2023-06-19,Mouse,South,18,1462,15,22368.6
2023-06-19,Keyboard,North,15,1314,15,16753.5
2023-06-19,Headphones,East,9,934,15,7145.099999999999
2023-06-20,Keyboard,North,9,189,5,1615.9499999999998
2023-06-20,Monitor,North,8,58,0,464.0
2023-06-20,Headphones,East,15,1479,0,22185.0
2023-06-21,Headphones,East,16,821,10,11822.4
2023-06-21,Headphones,South,3,1357,0,4071.0
2023-06-21,Keyboard,West,18,1347,5,23033.7
2023-06-22,Keyboard,West,13,523,10,6119.1
2023-06-22,Mouse,South,1,1034,10,930.6
2023-06-22,Keyboard,South,10,740,0,7400.0
2023-06-22,Headphones,South,11,314,0,3454.0
2023-06-23,Monitor,North,5,668,5,3173.0
2023-06-23,Keyboard,North,2,464,5,881.5999999999999
2023-06-23,Keyboard,East,6,699,15,3564.9
2023-06-23,Mouse,West,11,1378,15,12884.3
2023-06-23,Mouse,South,11,1228,20,10806.400000000001
2023-06-23,Monitor,South,7,894,15,5319.3
2023-06-24,Laptop,East,3,993,5,2830.0499999999997
2023-06-24,Laptop,North,6,1081,20,5188.8
2023-06-24,Headphones,North,17,733,15,10591.85
2023-06-24,Headphones,South,7,982,20,5499.200000000001
2023-06-24,Monitor,East,3,983,20,2359.2000000000003
2023-06-24,Laptop,West,12,1487,10,16059.6
2023-06-25,Laptop,North,13,1354,20,14081.6
2023-06-25,Monitor,South,10,1220,5,11590.0
2023-06-25,Mouse,East,16,116,0,1856.0
2023-06-25,Headphones,North,9,1049,10,8496.9
2023-06-26,Keyboard,East,9,649,20,4672.8
2023-06-26,Mouse,East,17,95,10,1453.5
2023-06-26,Laptop,East,9,1328,20,9561.6
2023-06-26,Headphones,West,14,1415,20,15848.0
2023-06-26,Laptop,East,8,616,5,4681.599999999999
2023-06-26,Headphones,South,12,1061,0,12732.0
2023-06-26,Laptop,South,11,435,5,4545.75
2023-06-27,Mouse,South,15,1039,10,14026.5
2023-06-27,Monitor,South,9,1277,15,9769.05
2023-06-27,Keyboard,South,7,266,10,1675.8
2023-06-27,Monitor,West,8,382,20,2444.8
2023-06-27,Laptop,East,1,977,0,977.0
2023-06-28,Keyboard,South,8,194,5,1474.3999999999999
2023-06-28,Laptop,North,18,1397,10,22631.4
2023-06-28,Headphones,South,1,949,20,759.2
2023-06-28,Headphones,West,17,264,20,3590.4
2023-06-28,Headphones,East,17,90,20,1224.0
2023-06-29,Mouse,North,3,1050,5,2992.5
2023-06-29,Laptop,East,1,548,10,493.2
2023-06-29,Laptop,East,3,1250,20,3000.0
2023-06-29,Headphones,East,16,44,15,598.4
2023-06-29,Laptop,West,1,1136,0,1136.0
2023-06-29,Laptop,East,12,966,0,11592.0
2023-06-29,Headphones,East,19,981,0,18639.0
2023-06-30,Keyboard,East,14,561,0,7854.0
2023-06-30,Mouse,East,16,213,15,2896.7999999999997
2023-06-30,Laptop,West,4,1378,15,4685.2
2023-06-30,Monitor,North,17,704,5,11369.6
2023-06-30,Mouse,North,13,354,15,3911.7
2023-06-30,Headphones,East,10,342,10,3078.0
2023-06-30,Keyboard,South,14,59,10,743.4
2023-07-01,Keyboard,West,11,1165,10,11533.5
2023-07-01,Keyboard,South,11,917,0,10087.0
2023-07-01,Laptop,West,2,336,0,672.0
2023-07-01,Monitor,West,9,269,5,2299.95
2023-07-01,Headphones,West,13,826,5,10201.1
2023-07-01,Monitor,North,3,504,10,1360.8
2023-07-02,Headphones,East,7,1135,0,7945.0
2023-07-02,Monitor,South,17,1443,10,22077.9
2023-07-02,Headphones,West,4,509,20,1628.8000000000002
2023-07-02,Headphones,South,10,863,5,8198.5
2023-07-02,Headphones,North,11,73,10,722.7
2023-07-02,Laptop,West,13,974,5,12028.9
2023-07-03,Mouse,West,11,1250,0,13750.0
2023-07-03,Mouse,South,18,415,10,6723.0
2023-07-03,Mouse,East,18,1361,0,24498.0
2023-07-03,Laptop,East,3,697,10,1881.9
2023-07-03,Headphones,North,13,175,20,1820.0
2023-07-03,Mouse,South,13,942,15,10409.1
2023-07-04,Headphones,East,15,407,15,5189.25
2023-07-04,Mouse,North,12,180,15,1836.0
2023-07-04,Laptop,North,6,912,20,4377.6
2023-07-04,Keyboard,East,5,847,5,4023.25
2023-07-05,Keyboard,West,8,474,20,3033.6000000000004
2023-07-05,Mouse,South,8,350,0,2800.0
2023-07-05,Headphones,West,6,707,10,3817.8
2023-07-06,Monitor,East,10,1494,20,11952.0
2023-07-06,Keyboard,East,15,1443,20,17316.0
2023-07-06,Headphones,North,3,1031,10,2783.7000000000003
2023-07-06,Keyboard,North,19,969,10,16569.9
2023-07-06,Monitor,West,3,617,5,1758.4499999999998
2023-07-06,Laptop,West,4,226,10,813.6
2023-07-07,Keyboard,East,16,728,20,9318.4
2023-07-07,Headphones,South,19,556,15,8979.4
2023-07-07,Headphones,North,19,702,5,12671.099999999999
2023-07-07,Mouse,North,11,1319,10,13058.1
2023-07-08,Mouse,East,5,1234,10,5553.0
2023-07-08,Headphones,East,12,1156,5,13178.4
2023-07-08,Monitor,South,14,307,10,3868.2000000000003
2023-07-08,Headphones,South,18,907,10,14693.4
2023-07-08,Headphones,West,5,1386,0,6930.0
2023-07-09,Laptop,North,10,937,10,8433.0
2023-07-09,Laptop,West,7,1303,0,9121.0
2023-07-09,Monitor,South,18,962,0,17316.0
2023-07-09,Headphones,South,14,1477,15,17576.3
2023-07-09,Mouse,West,1,394,10,354.6
2023-07-10,Monitor,West,6,662,15,3376.2
2023-07-10,Mouse,South,13,992,5,12251.199999999999
2023-07-10,Headphones,North,6,1481,5,8441.699999999999
2023-07-10,Keyboard,West,12,1193,15,12168.6
2023-07-10,Headphones,West,17,659,15,9522.55
2023-07-11,Keyboard,East,16,1088,10,15667.2
2023-07-11,Keyboard,North,9,950,10,7695.0
2023-07-11,Monitor,North,10,484,0,4840.0
2023-07-11,Headphones,South,14,295,15,3510.5
2023-07-11,Headphones,East,12,964,0,11568.0
2023-07-11,Mouse,South,19,513,10,8772.300000000001
2023-07-12,Mouse,East,12,589,5,6714.599999999999
2023-07-12,Keyboard,West,18,1401,5,23957.1
2023-07-12,Monitor,East,5,1127,10,5071.5
2023-07-12,Headphones,South,8,603,15,4100.4
2023-07-13,Headphones,South,10,58,15,493.0
2023-07-13,Laptop,West,13,55,20,572.0
2023-07-13,Mouse,South,4,1266,5,4810.8
2023-07-13,Mouse,East,11,1345,20,11836.0
2023-07-13,Mouse,West,14,1398,15,16636.2
2023-07-14,Laptop,North,10,844,5,8018.0
2023-07-14,Headphones,West,2,796,20,1273.6000000000001
2023-07-14,Laptop,West,18,1414,15,21634.2
2023-07-14,Laptop,East,10,1314,20,10512.0
2023-07-14,Laptop,West,9,59,15,451.34999999999997
2023-07-14,Mouse,East,18,864,0,15552.0
2023-07-15,Monitor,South,19,463,0,8797.0
2023-07-15,Keyboard,West,18,931,15,14244.3
2023-07-15,Keyboard,North,8,896,0,7168.0
2023-07-15,Laptop,North,6,998,20,4790.400000000001
2023-07-15,Laptop,West,14,329,15,3915.1
2023-07-15,Monitor,East,8,864,10,6220.8
2023-07-16,Headphones,South,3,1455,10,3928.5
2023-07-16,Headphones,South,2,739,20,1182.4
2023-07-16,Laptop,South,14,925,10,11655.0
2023-07-16,Keyboard,West,17,846,20,11505.6
2023-07-16,Headphones,South,9,306,20,2203.2000000000003
2023-07-16,Mouse,West,7,402,15,2391.9
2023-07-17,Headphones,East,10,295,15,2507.5
2023-07-17,Headphones,North,4,500,0,2000.0
2023-07-17,Headphones,North,8,128,10,921.6
2023-07-17,Mouse,East,13,1272,0,16536.0
2023-07-17,Monitor,North,16,906,5,13771.199999999999
2023-07-17,Mouse,East,17,1329,20,18074.4
2023-07-17,Mouse,North,14,1137,5,15122.099999999999
2023-07-18,Keyboard,North,16,868,10,12499.2
2023-07-18,Monitor,East,9,1223,5,10456.65
2023-07-18,Monitor,East,1,327,0,327.0
2023-07-18,Laptop,West,3,1141,0,3423.0
2023-07-18,Monitor,North,13,993,0,12909.0
2023-07-18,Laptop,West,8,1233,15,8384.4
2023-07-18,Laptop,East,8,1085,10,7812.0
2023-07-19,Keyboard,East,17,435,5,7025.25
2023-07-19,Headphones,North,8,1450,5,11020.0
2023-07-19,Headphones,North,19,841,0,15979.0
2023-07-19,Laptop,East,19,158,0,3002.0
2023-07-19,Headphones,East,2,1106,10,1990.8
2023-07-20,Keyboard,North,6,1190,15,6069.0
2023-07-20,Mouse,South,5,1414,15,6009.5
2023-07-20,Monitor,South,17,1342,15,19391.899999999998
2023-07-20,Mouse,North,17,1148,15,16588.6
2023-07-20,Monitor,South,19,1229,15,19848.35
2023-07-20,Keyboard,South,8,815,0,6520.0
2023-07-21,Mouse,West,8,628,15,4270.4
2023-07-21,Mouse,West,6,942,0,5652.0
2023-07-21,Monitor,East,14,768,0,10752.0
2023-07-21,Mouse,East,10,1116,5,10602.0
2023-07-22,Mouse,East,3,171,20,410.40000000000003
2023-07-22,Keyboard,South,16,1156,10,16646.4
2023-07-22,Monitor,North,12,1325,5,15105.0
2023-07-22,Mouse,West,12,1175,0,14100.0
2023-07-22,Laptop,South,3,1421,20,3410.4
2023-07-22,Laptop,West,17,647,20,8799.2
2023-07-23,Laptop,West,6,1186,5,6760.2
2023-07-23,Mouse,South,15,1345,0,20175.0
2023-07-23,Headphones,West,5,89,0,445.0
2023-07-23,Keyboard,West,12,1346,15,13729.199999999999
2023-07-23,Keyboard,South,3,745,10,2011.5
2023-07-23,Mouse,South,17,522,10,7986.6
2023-07-23,Headphones,West,5,1280,20,5120.0
2023-07-24,Keyboard,North,6,1240,0,7440.0
2023-07-24,Keyboard,West,2,1492,15,2536.4
2023-07-24,Keyboard,South,11,127,15,1187.45
2023-07-24,Mouse,North,8,979,20,6265.6
2023-07-24,Headphones,South,9,634,5,5420.7
2023-07-24,Headphones,West,15,693,15,8835.75
2023-07-24,Laptop,West,1,1482,20,1185.6000000000001
2023-07-25,Laptop,North,10,713,5,6773.5
2023-07-25,Headphones,East,17,41,10,627.3000000000001
2023-07-25,Headphones,West,8,721,0,5768.0
2023-07-26,Mouse,North,17,185,0,3145.0
2023-07-26,Headphones,South,3,385,20,924.0
2023-07-26,Headphones,East,13,434,20,4513.6
2023-07-27,Monitor,South,5,1001,5,4754.75
2023-07-27,Laptop,East,2,45,20,72.0
2023-07-27,Mouse,West,6,729,10,3936.6
2023-07-27,Mouse,South,4,804,0,3216.0
2023-07-27,Headphones,East,12,906,10,9784.800000000001
2023-07-28,Monitor,East,17,438,10,6701.400000000001
2023-07-28,Monitor,West,3,141,15,359.55
2023-07-28,Headphones,North,17,1370,10,20961.0
2023-07-28,Mouse,North,3,819,15,2088.45
2023-07-28,Headphones,South,14,899,15,10698.1
2023-07-29,Monitor,West,4,448,5,1702.3999999999999
2023-07-29,Monitor,West,13,1237,10,14472.9
2023-07-29,Keyboard,East,9,981,15,7504.65
2023-07-29,Keyboard,East,10,1168,0,11680.0
2023-07-29,Keyboard,South,10,1273,5,12093.5
2023-07-30,Headphones,North,7,591,5,3930.1499999999996
2023-07-30,Keyboard,South,13,682,20,7092.8
2023-07-30,Mouse,North,14,639,15,7604.099999999999
2023-07-30,Headphones,East,6,307,5,1749.8999999999999
2023-07-31,Mouse,West,9,1245,15,9524.25
2023-07-31,Keyboard,East,3,1149,10,3102.3
2023-07-31,Keyboard,North,4,978,15,3325.2
2023-07-31,Laptop,North,19,435,10,7438.5
2023-08-01,Monitor,South,16,778,10,11203.2
2023-08-01,Headphones,East,10,1436,15,12206.0
2023-08-01,Monitor,East,14,244,5,3245.2
2023-08-02,Keyboard,North,9,733,10,5937.3
2023-08-02,Headphones,East,5,1090,15,4632.5
2023-08-02,Laptop,West,2,1280,0,2560.0
2023-08-03,Mouse,North,14,1357,0,18998.0
2023-08-03,Laptop,South,3,135,5,384.75
2023-08-03,Mouse,East,11,424,20,3731.2000000000003
2023-08-03,Laptop,West,2,863,0,1726.0
2023-08-04,Mouse,South,11,803,0,8833.0
2023-08-04,Keyboard,South,3,1032,10,2786.4
2023-08-04,Mouse,West,6,972,15,4957.2
2023-08-04,Keyboard,East,15,323,5,4602.75
2023-08-05,Monitor,North,4,1018,5,3868.3999999999996
2023-08-05,Mouse,East,15,91,15,1160.25
2023-08-05,Monitor,North,11,36,20,316.8
2023-08-05,Laptop,West,4,1000,20,3200.0
2023-08-05,Mouse,West,4,815,20,2608.0
2023-08-05,Monitor,North,16,989,20,12659.2
2023-08-06,Monitor,North,5,816,10,3672.0
2023-08-06,Monitor,East,14,1479,10,18635.4
2023-08-06,Headphones,South,5,46,15,195.5
2023-08-06,Headphones,West,6,850,15,4335.0
2023-08-06,Mouse,South,16,1189,20,15219.2
2023-08-06,Monitor,South,13,490,5,6051.5
